path,categories,uz,total_hits,ext
crowler.ipynb,{},нет признаков,0,ipynb
Untitled.ipynb,{},нет признаков,0,ipynb
pii_scanner_hackathon.ipynb,"{""платёжные"": 1, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,3,ipynb
dataset2/Sport24_Mediakit_2024.pdf,"{""обычные"": 6}",УЗ-3,6,pdf
dataset2/rules.pdf,"{""обычные"": 11, ""государственные"": 1, ""специальные"": 1}",УЗ-1,13,pdf
dataset2/agreement_reg_extra.pdf,"{""обычные"": 9}",УЗ-3,9,pdf
dataset2/google_terms_of_service_en.pdf,{},нет признаков,0,pdf
dataset2/%D0%92%D1%81%D0%B5%D1%80%D0%BE%D1%81%D1%81%D0%B8%D0%B9%D1%81%D0%BA%D0%B0%D1%8F_%D0%BF%D0%B5%D1%80%D0%B5%D0%BF%D0%B8%D1%81%D1%8C_%D0%B6%D0%B8%D0%B2%D0%BE%D1%82%D0%BD%D1%8B%D1%85.pdf,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,pdf
dataset2/ok_history_new.pdf,"{""обычные"": 5, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,7,pdf
dataset2/capsula_instruction.pdf,"{""обычные"": 5, ""биометрические"": 1}",УЗ-1,6,pdf
dataset2/google_privacy_policy_en.pdf,{},нет признаков,0,pdf
dataset2/version-300824.pdf,"{""обычные"": 12}",УЗ-3,12,pdf
dataset2/version-090924.pdf,"{""обычные"": 13, ""государственные"": 11, ""платёжные"": 2}",УЗ-2,26,pdf
dataset2/agreement_reg.pdf,"{""обычные"": 8}",УЗ-3,8,pdf
dataset2/capsula_neo_instruction.pdf,"{""обычные"": 7, ""биометрические"": 1}",УЗ-1,8,pdf
dataset2/politika_konfidencialnosti.pdf,"{""обычные"": 6, ""государственные"": 1}",УЗ-2,7,pdf
dataset2/VK_Soglashenie_ob_informacionnom_vzaimodeistvii.pdf,"{""обычные"": 6}",УЗ-3,6,pdf
dataset2/VKCT_Soglashenie_ob_informacionnom_vzaimodeistvii.pdf,"{""обычные"": 6}",УЗ-3,6,pdf
dataset1/rbc.pdf,"{""обычные"": 6, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,8,pdf
dataset1/1725542163_Медиакит РБК 360.pdf,{},нет признаков,0,pdf
dataset1/subscribe_rules.pdf,"{""обычные"": 3, ""биометрические"": 1}",УЗ-1,4,pdf
dataset1/FCC-12-9A1.pdf,"{""обычные"": 2}",УЗ-4,2,pdf
dataset1/20240306_fin_result_2023.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset1/pril1_14112652.pdf,"{""обычные"": 3}",УЗ-4,3,pdf
dataset1/neutrality-treaty.pdf,{},нет признаков,0,pdf
dataset1/1725542337_Медиакит РБК Телеканал.pdf,{},нет признаков,0,pdf
dataset1/Paulzovatelskoe_soglashenie_PAOSPB.pdf,"{""обычные"": 6}",УЗ-3,6,pdf
dataset1/HEAD%204q2024%20release%20050324.pdf,"{""обычные"": 5}",УЗ-3,5,pdf
dataset1/Privacy_policy_upd.pdf,"{""обычные"": 9, ""государственные"": 3}",УЗ-2,12,pdf
dataset1/1738660894_Приложения к договору субаренды (2).pdf,{},нет признаков,0,pdf
dataset1/Terms_of_service_upd.pdf,"{""обычные"": 9, ""государственные"": 2, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,13,pdf
dataset1/%D0%93%D0%9E%D0%A1%D0%A2%20%D0%A0%20%D0%A0%D0%B5%D0%B4%D0%BA%D0%BE%D0%B7%D0%B5%D0%BC%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D0%B5%20%D1%8D%D0%BB%D0%B5%D0%BC%D0%B5%D0%BD%D1%82%D1%8B.%20%D0%A1%D0%BB%D0%BE%D0%B2%D0%B0%D1%80%D1%8C.%2018-04-22.docx,"{""обычные"": 5, ""специальные"": 1}",УЗ-1,6,docx
dataset1/ADV21-2024-Monthly-Canal-Operations-Summary-June-2024.pdf,{},нет признаков,0,pdf
dataset1/preprint-frn-2023-critical-materials-list.pdf,"{""обычные"": 1}",УЗ-4,1,pdf
dataset1/%D0%9E_%D1%82%D0%B5%D0%BA%D1%83%D1%89%D0%B5%D0%B8%CC%86_%D1%86%D0%B5%D0%BD%D0%BE%D0%B2%D0%BE%D0%B8%CC%86_%D1%81%D0%B8%D1%82%D1%83%D0%B0%D1%86%D0%B8%D0%B8_5_%D0%BC%D0%B0%D1%80%D1%82%D0%B0_2025_%D0%B3%D0%BE%D0%B4%D0%B0.pdf,{},нет признаков,0,pdf
dataset1/Russia.pdf,{},нет признаков,0,pdf
dataset1/license_telematika_2017-2022.pdf,{},нет признаков,0,pdf
dataset1/presentation.pdf,{},нет признаков,0,pdf
dataset1/1725542351_Медиакит РБК Онлайн.pdf,{},нет признаков,0,pdf
dataset1/1725542279_Отраслевые форумы РБК 2024.pdf,{},нет признаков,0,pdf
dataset1/GlobalCriticalMineralsOutlook2024.pdf,"{""государственные"": 1}",УЗ-3,1,pdf
dataset1/price-list.pdf,"{""обычные"": 7}",УЗ-3,7,pdf
dataset1/%D0%BE%D0%B1%D1%80%D0%B0%D0%B1%D0%BE%D1%82%D0%BA%D0%B8%20%D0%BF%D0%B5%D1%80%D1%81%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%BD%D1%8B%D1%85%20%D0%B4%D0%B0%D0%BD%D0%BD%D1%8B%D1%85%20dg-yug.ru.pdf,{},нет признаков,0,pdf
dataset1/contract.pdf,{},нет признаков,0,pdf
dataset1/Strategiya_razblokirovki_aktivov_SPB_Banka.pdf,{},нет признаков,0,pdf
dataset1/1679555052_Центр событий РБК .pdf,{},нет признаков,0,pdf
dataset1/mcs2025-rare-earths.pdf,"{""обычные"": 1}",УЗ-4,1,pdf
dataset1/%D0%92.%D0%90.-%D0%9E%D1%80%D0%BB%D0%BE%D0%B2%D1%83-%D0%BE%D1%82-%D0%90.%D0%98.-%D0%90%D0%BD%D1%82%D0%BE%D0%BD%D0%BE%D0%B2%D0%B0.pdf,{},нет признаков,0,pdf
dataset1/20241017-euco-conclusions-en.pdf,{},нет признаков,0,pdf
dataset1/COMPS-1071.pdf,{},нет признаков,0,pdf
.ipynb_checkpoints/Untitled-checkpoint.ipynb,{},нет признаков,0,ipynb
.ipynb_checkpoints/pii_scanner_hackathon-checkpoint.ipynb,"{""платёжные"": 1, ""биометрические"": 1, ""специальные"": 1}",УЗ-1,3,ipynb
.ipynb_checkpoints/crowler-checkpoint.ipynb,{},нет признаков,0,ipynb
dataset0/95606381-14438121-Arriving_in_the_nation_via_train_the_royal_couple_s_Instagram_ac-a-110_1740588283908.jpg,{},нет признаков,0,jpg
dataset0/page_132.html,{},нет признаков,0,html
dataset0/364909_original.jpg,{},нет признаков,0,jpg
dataset0/page_211.html,{},нет признаков,0,html
dataset0/39980_800.png,{},нет признаков,0,png
dataset0/page_334.html,{},нет признаков,0,html
dataset0/page_21.html,{},нет признаков,0,html
dataset0/page_163.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/old-historic-photos-67bed35cad905__700.jpg,{},нет признаков,0,jpg
dataset0/372966_original.jpg,{},нет признаков,0,jpg
dataset0/page_327.html,{},нет признаков,0,html
dataset0/7873_2000.jpg,{},нет признаков,0,jpg
dataset0/informer.jpg,{},нет признаков,0,jpg
dataset0/page_372.html,{},нет признаков,0,html
dataset0/page_224.html,{},нет признаков,0,html
dataset0/14436179_original.jpg,{},нет признаков,0,jpg
dataset0/page_216.html,{},нет признаков,0,html
dataset0/14437430_original.jpg,{},нет признаков,0,jpg
dataset0/14646456_original.jpg,{},нет признаков,0,jpg
dataset0/book21.jpg,{},нет признаков,0,jpg
dataset0/page_477.html,{},нет признаков,0,html
dataset0/894320_original.jpg,{},нет признаков,0,jpg
dataset0/375081_original.jpg,{},нет признаков,0,jpg
dataset0/891430_800.png,{},нет признаков,0,png
dataset0/46624_800.jpg,{},нет признаков,0,jpg
dataset0/page_64.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_240.html,{},нет признаков,0,html
dataset0/c23e75z8yehiways53.jpg,{},нет признаков,0,jpg
dataset0/17760_original.png,{},нет признаков,0,png
dataset0/9925_900.jpg,{},нет признаков,0,jpg
dataset0/7560_900.jpg,{},нет признаков,0,jpg
dataset0/page_236.html,{},нет признаков,0,html
dataset0/350448_original.jpg,{},нет признаков,0,jpg
dataset0/90c6bc5aed721466921aabfefd763dd1b933dd2f.jpg,{},нет признаков,0,jpg
dataset0/260002_original.jpg,{},нет признаков,0,jpg
dataset0/240717_1000.png,{},нет признаков,0,png
dataset0/page_220.html,{},нет признаков,0,html
dataset0/6706638_original.jpg,{},нет признаков,0,jpg
dataset0/1785073_800.jpg,{},нет признаков,0,jpg
dataset0/page_25.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_30.html,{},нет признаков,0,html
dataset0/1929784_300.jpg,{},нет признаков,0,jpg
dataset0/page_138.html,{},нет признаков,0,html
dataset0/125201_800.jpg,{},нет признаков,0,jpg
dataset0/121681_600.png,{},нет признаков,0,png
dataset0/13435_900.jpg,{},нет признаков,0,jpg
dataset0/page_68.html,{},нет признаков,0,html
dataset0/9534_800.png,{},нет признаков,0,png
dataset0/209647_800.png,{},нет признаков,0,png
dataset0/page_473.html,{},нет признаков,0,html
dataset0/351987_original.jpg,{},нет признаков,0,jpg
dataset0/322397_800.png,{},нет признаков,0,png
dataset0/page_23.html,{},нет признаков,0,html
dataset0/2650_original.png,{},нет признаков,0,png
dataset0/page_70.html,{},нет признаков,0,html
dataset0/95610109-14438121-image-a-67_1740582803448.jpg,{},нет признаков,0,jpg
dataset0/page_409.html,{},нет признаков,0,html
dataset0/page_256.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/124909_800.jpg,{},нет признаков,0,jpg
dataset0/18983_900.jpg,{},нет признаков,0,jpg
dataset0/data_rss.gif,{},нет признаков,0,gif
dataset0/422345601_6251787.jpg,{},нет признаков,0,jpg
dataset0/page_343.html,{},нет признаков,0,html
dataset0/page_83.html,{},нет признаков,0,html
dataset0/331415_original.jpg,{},нет признаков,0,jpg
dataset0/14424619_original.jpg,{},нет признаков,0,jpg
dataset0/page_101.html,{},нет признаков,0,html
dataset0/page_63.html,{},нет признаков,0,html
dataset0/page_352.html,{},нет признаков,0,html
dataset0/95610809-14438121-image-a-72_1740583806445.jpg,{},нет признаков,0,jpg
dataset0/296355_original.jpg,{},нет признаков,0,jpg
dataset0/310945_original.jpg,{},нет признаков,0,jpg
dataset0/page_425.html,{},нет признаков,0,html
dataset0/page_242.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/12033761.jpg,{},нет признаков,0,jpg
dataset0/19165_540.png,{},нет признаков,0,png
dataset0/95612095-14438121-image-a-87_1740585249275.jpg,{},нет признаков,0,jpg
dataset0/11898_900.jpg,{},нет признаков,0,jpg
dataset0/351507_original.jpg,{},нет признаков,0,jpg
dataset0/26526_800.jpg,{},нет признаков,0,jpg
dataset0/b7e4ff8210a691ae86130db3f60356b3.jpg,{},нет признаков,0,jpg
dataset0/331734_original.jpg,{},нет признаков,0,jpg
dataset0/DSCF0844.jpg,{},нет признаков,0,jpg
dataset0/14971_900.jpg,{},нет признаков,0,jpg
dataset0/page_199.html,{},нет признаков,0,html
dataset0/page_106.html,{},нет признаков,0,html
dataset0/18333_900.jpg,{},нет признаков,0,jpg
dataset0/122337_800.jpg,{},нет признаков,0,jpg
dataset0/256041_original.jpg,{},нет признаков,0,jpg
dataset0/1070167_800.jpg,{},нет признаков,0,jpg
dataset0/361087_original.jpg,{},нет признаков,0,jpg
dataset0/16111_900.jpg,{},нет признаков,0,jpg
dataset0/8037_900.jpg,{},нет признаков,0,jpg
dataset0/page_305.html,{},нет признаков,0,html
dataset0/1317491_800.jpg,{},нет признаков,0,jpg
dataset0/page_143.html,{},нет признаков,0,html
dataset0/1316928_800.jpg,{},нет признаков,0,jpg
dataset0/page_69.html,{},нет признаков,0,html
dataset0/1363763_original.jpg,{},нет признаков,0,jpg
dataset0/616888_800.png,{},нет признаков,0,png
dataset0/page_412.html,{},нет признаков,0,html
dataset0/page_6.html,{},нет признаков,0,html
dataset0/page_433.html,{},нет признаков,0,html
dataset0/620703_original.jpg,{},нет признаков,0,jpg
dataset0/page_108.html,{},нет признаков,0,html
dataset0/364080_original.jpg,{},нет признаков,0,jpg
dataset0/311402_original.jpg,{},нет признаков,0,jpg
dataset0/95606379-14438121-The_Prince_and_Princess_of_Wales_are_visiting_Pontypridd_ahead_o-a-109_1740588279240.jpg,{},нет признаков,0,jpg
dataset0/427512_1000.jpg,{},нет признаков,0,jpg
dataset0/355965_900.jpg,{},нет признаков,0,jpg
dataset0/4514075_900.jpg,{},нет признаков,0,jpg
dataset0/11293_900.jpg,{},нет признаков,0,jpg
dataset0/page_117.html,{},нет признаков,0,html
dataset0/27706_2000.jpg,{},нет признаков,0,jpg
dataset0/358795_original.jpg,{},нет признаков,0,jpg
dataset0/95612761-14438121-image-a-105_1740586124929.jpg,{},нет признаков,0,jpg
dataset0/2008831_600.jpg,{},нет признаков,0,jpg
dataset0/4078_800.jpg,{},нет признаков,0,jpg
dataset0/14440460_original.jpg,{},нет признаков,0,jpg
dataset0/632613_1000.jpg,{},нет признаков,0,jpg
dataset0/14465198_original.jpg,{},нет признаков,0,jpg
dataset0/2920_original.jpg,{},нет признаков,0,jpg
dataset0/95608581-14438121-image-a-59_1740580595609.jpg,{},нет признаков,0,jpg
dataset0/page_103.html,{},нет признаков,0,html
dataset0/634579_1000.jpg,{},нет признаков,0,jpg
dataset0/271218_original.jpg,{},нет признаков,0,jpg
dataset0/322568_1000.png,{},нет признаков,0,png
dataset0/page_81.html,{},нет признаков,0,html
dataset0/7417_900.jpg,{},нет признаков,0,jpg
dataset0/16648_900.jpg,{},нет признаков,0,jpg
dataset0/page_35.html,{},нет признаков,0,html
dataset0/11236_900.jpg,{},нет признаков,0,jpg
dataset0/14688_900.jpg,{},нет признаков,0,jpg
dataset0/page_5.html,{},нет признаков,0,html
dataset0/631839_1000.jpg,{},нет признаков,0,jpg
dataset0/page_227.html,{},нет признаков,0,html
dataset0/page_379.html,{},нет признаков,0,html
dataset0/page_186.html,{},нет признаков,0,html
dataset0/95608479-14438121-image-a-54_1740580451978.jpg,{},нет признаков,0,jpg
dataset0/6424_2000.jpg,{},нет признаков,0,jpg
dataset0/fc6c7f01846b6ad5a70eb9bf49eb0d90.jpg,{},нет признаков,0,jpg
dataset0/293771_original.jpg,{},нет признаков,0,jpg
dataset0/95612331-14438121-image-a-96_1740585935880.jpg,{},нет признаков,0,jpg
dataset0/95608043-14438121-image-a-37_1740580064920.jpg,{},нет признаков,0,jpg
dataset0/12492400_original.png,{},нет признаков,0,png
dataset0/page_266.html,{},нет признаков,0,html
dataset0/page_31.html,{},нет признаков,0,html
dataset0/page_169.html,{},нет признаков,0,html
dataset0/page_208.html,{},нет признаков,0,html
dataset0/page_229.html,{},нет признаков,0,html
dataset0/14435751_original.jpg,{},нет признаков,0,jpg
dataset0/18491_original.png,{},нет признаков,0,png
dataset0/7611_800.jpg,{},нет признаков,0,jpg
dataset0/16444_900.jpg,{},нет признаков,0,jpg
dataset0/1926959_300.jpg,{},нет признаков,0,jpg
dataset0/366873_original.jpg,{},нет признаков,0,jpg
dataset0/977216_600.jpg,{},нет признаков,0,jpg
dataset0/4514035_original.jpg,{},нет признаков,0,jpg
dataset0/8535_900.jpg,{},нет признаков,0,jpg
dataset0/95606027-14438121-The_Prince_and_Princess_of_Wales_have_arrived_in_Cardiff_for_a_d-a-108_1740588254200.jpg,{},нет признаков,0,jpg
dataset0/page_13.html,{},нет признаков,0,html
dataset0/630870_1000.jpg,{},нет признаков,0,jpg
dataset0/14443390_original.jpg,{},нет признаков,0,jpg
dataset0/page_4.html,{},нет признаков,0,html
dataset0/376820_original.jpg,{},нет признаков,0,jpg
dataset0/9599366860_51da11cda6_o.jpg,{},нет признаков,0,jpg
dataset0/304364_original.jpg,{},нет признаков,0,jpg
dataset0/277459_original.jpg,{},нет признаков,0,jpg
dataset0/4146413_600.jpg,{},нет признаков,0,jpg
dataset0/page_302.html,{},нет признаков,0,html
dataset0/page_394.html,{},нет признаков,0,html
dataset0/page_459.html,{},нет признаков,0,html
dataset0/page_370.html,{},нет признаков,0,html
dataset0/data_atom.gif,{},нет признаков,0,gif
dataset0/page_134.html,{},нет признаков,0,html
dataset0/14101_original.png,{},нет признаков,0,png
dataset0/cover1.jpg,{},нет признаков,0,jpg
dataset0/page_26.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/46418bb73022a1ee1eca067651bd1ece.jpg,{},нет признаков,0,jpg
dataset0/ffa452cf21a343f89ba531958b5bdf38.jpg,{},нет признаков,0,jpg
dataset0/4898b3ff2fe32c3f65ac5c9a5f9d3e04.jpg,{},нет признаков,0,jpg
dataset0/95614879-14438121-image-a-113_1740588954241.jpg,{},нет признаков,0,jpg
dataset0/549637.jpg,{},нет признаков,0,jpg
dataset0/page_201.html,{},нет признаков,0,html
dataset0/299483_original.jpg,{},нет признаков,0,jpg
dataset0/4979320_original.jpg,{},нет признаков,0,jpg
dataset0/352255_original.jpg,{},нет признаков,0,jpg
dataset0/page_308.html,{},нет признаков,0,html
dataset0/page_246.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/4416_900.jpg,{},нет признаков,0,jpg
dataset0/page_32.html,{},нет признаков,0,html
dataset0/d1b358e46ef23b7ac40dad0bad44db8b.jpg,{},нет признаков,0,jpg
dataset0/3110_2000.jpg,{},нет признаков,0,jpg
dataset0/page_356.html,{},нет признаков,0,html
dataset0/124281_800.jpg,{},нет признаков,0,jpg
dataset0/page_247.html,{},нет признаков,0,html
dataset0/page_164.html,{},нет признаков,0,html
dataset0/page_193.html,{},нет признаков,0,html
dataset0/28278_800.jpg,{},нет признаков,0,jpg
dataset0/1926427_300.jpg,{},нет признаков,0,jpg
dataset0/14465198_600.jpg,{},нет признаков,0,jpg
dataset0/page_405.html,{},нет признаков,0,html
dataset0/page_418.html,{},нет признаков,0,html
dataset0/69074_original.png,{},нет признаков,0,png
dataset0/1927996_300.jpg,{},нет признаков,0,jpg
dataset0/1140_2000.jpg,{},нет признаков,0,jpg
dataset0/page_87.html,{},нет признаков,0,html
dataset0/page_206.html,{},нет признаков,0,html
dataset0/page_273.html,{},нет признаков,0,html
dataset0/old-historic-photos-67bec73435165__700.jpg,{},нет признаков,0,jpg
dataset0/16161_900.jpg,{},нет признаков,0,jpg
dataset0/page_194.html,{},нет признаков,0,html
dataset0/14439188_original.jpg,{},нет признаков,0,jpg
dataset0/7640594_original.jpg,{},нет признаков,0,jpg
dataset0/page_76.html,{},нет признаков,0,html
dataset0/O5F8a3u.jpg,{},нет признаков,0,jpg
dataset0/121698_800.jpg,{},нет признаков,0,jpg
dataset0/page_469.html,{},нет признаков,0,html
dataset0/630666_1000.jpg,{},нет признаков,0,jpg
dataset0/48439_800.jpg,{},нет признаков,0,jpg
dataset0/144413_800.jpg,{},нет признаков,0,jpg
dataset0/1317251_800.jpg,{},нет признаков,0,jpg
dataset0/page_51.html,{},нет признаков,0,html
dataset0/95608059-14438121-image-a-41_1740580131238.jpg,{},нет признаков,0,jpg
dataset0/page_111.html,{},нет признаков,0,html
dataset0/95607223-14438121-image-a-7_1740578429564.jpg,{},нет признаков,0,jpg
dataset0/305459_original.jpg,{},нет признаков,0,jpg
dataset0/page_456.html,{},нет признаков,0,html
dataset0/page_361.html,{},нет признаков,0,html
dataset0/360456_original.jpg,{},нет признаков,0,jpg
dataset0/page_60.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/14465282_original.jpg,{},нет признаков,0,jpg
dataset0/page_230.html,{},нет признаков,0,html
dataset0/117301_800.jpg,{},нет признаков,0,jpg
dataset0/page_42.html,{},нет признаков,0,html
dataset0/894612_original.jpg,{},нет признаков,0,jpg
dataset0/632565_1000.jpg,{},нет признаков,0,jpg
dataset0/48649_800.jpg,{},нет признаков,0,jpg
dataset0/page_33.html,{},нет признаков,0,html
dataset0/2755956_600.jpg,{},нет признаков,0,jpg
dataset0/192154.jpg,{},нет признаков,0,jpg
dataset0/page_331.html,{},нет признаков,0,html
dataset0/1918_original.jpg,{},нет признаков,0,jpg
dataset0/page_15.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/1786746_800.jpg,{},нет признаков,0,jpg
dataset0/page_28.html,{},нет признаков,0,html
dataset0/3938_2000.jpg,{},нет признаков,0,jpg
dataset0/288944_original.jpg,{},нет признаков,0,jpg
dataset0/8905_900.jpg,{},нет признаков,0,jpg
dataset0/page_292.html,{},нет признаков,0,html
dataset0/123716_800.jpg,{},нет признаков,0,jpg
dataset0/95608051-14438121-image-m-49_1740580233687.jpg,{},нет признаков,0,jpg
dataset0/333849_original.jpg,{},нет признаков,0,jpg
dataset0/page_296.html,{},нет признаков,0,html
dataset0/page_481.html,{},нет признаков,0,html
dataset0/page_294.html,{},нет признаков,0,html
dataset0/page_158.html,{},нет признаков,0,html
dataset0/54bf4e7c258f1b85df7b02cfbe538bd6.jpg,{},нет признаков,0,jpg
dataset0/page_110.html,{},нет признаков,0,html
dataset0/page_105.html,{},нет признаков,0,html
dataset0/page_57.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_82.html,{},нет признаков,0,html
dataset0/7640252_original.jpg,{},нет признаков,0,jpg
dataset0/356548_original.jpg,{},нет признаков,0,jpg
dataset0/260922_original.jpg,{},нет признаков,0,jpg
dataset0/198649_800.jpg,{},нет признаков,0,jpg
dataset0/1926844_300.jpg,{},нет признаков,0,jpg
dataset0/page_18.html,{},нет признаков,0,html
dataset0/21922_2000.jpg,{},нет признаков,0,jpg
dataset0/893585_800.jpg,{},нет признаков,0,jpg
dataset0/14436588_original.jpg,{},нет признаков,0,jpg
dataset0/page_217.html,{},нет признаков,0,html
dataset0/145115_540.jpg,{},нет признаков,0,jpg
dataset0/352714_original.jpg,{},нет признаков,0,jpg
dataset0/344806_original.jpg,{},нет признаков,0,jpg
dataset0/372513_original.jpg,{},нет признаков,0,jpg
dataset0/page_73.html,{},нет признаков,0,html
dataset0/68624_original.png,{},нет признаков,0,png
dataset0/page_222.html,{},нет признаков,0,html
dataset0/ba_e_armenija_mineralnaja_voda_arzni_z36930_nv.jpg,{},нет признаков,0,jpg
dataset0/page_360.html,{},нет признаков,0,html
dataset0/page_14.html,{},нет признаков,0,html
dataset0/page_407.html,{},нет признаков,0,html
dataset0/page_421.html,{},нет признаков,0,html
dataset0/operation-ramadan-lalla-khadija-premiere-fosi-18-ans-1350x900.jpg,{},нет признаков,0,jpg
dataset0/page_253.html,{},нет признаков,0,html
dataset0/page_53.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/page_475.html,{},нет признаков,0,html
dataset0/page_335.html,{},нет признаков,0,html
dataset0/95614877-14438121-image-a-112_1740588951175.jpg,{},нет признаков,0,jpg
dataset0/174041_300.jpg,{},нет признаков,0,jpg
dataset0/14442976_original.jpg,{},нет признаков,0,jpg
dataset0/14435521_original.jpg,{},нет признаков,0,jpg
dataset0/page_90.html,{},нет признаков,0,html
dataset0/21360_2000.jpg,{},нет признаков,0,jpg
dataset0/144685_800.jpg,{},нет признаков,0,jpg
dataset0/3013_2000.jpg,{},нет признаков,0,jpg
dataset0/345012_original.jpg,{},нет признаков,0,jpg
dataset0/0_a6315_aaf0ed1a_XL.jpg,{},нет признаков,0,jpg
dataset0/page_66.html,{},нет признаков,0,html
dataset0/1785192_original.jpg,{},нет признаков,0,jpg
dataset0/page_316.html,{},нет признаков,0,html
dataset0/9322_900.gif,{},нет признаков,0,gif
dataset0/278466_original.jpg,{},нет признаков,0,jpg
dataset0/page_249.html,{},нет признаков,0,html
dataset0/page_198.html,{},нет признаков,0,html
dataset0/page_278.html,{},нет признаков,0,html
dataset0/95607229-14438121-image-a-11_1740578461417.jpg,{},нет признаков,0,jpg
dataset0/page_128.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/371209_original.jpg,{},нет признаков,0,jpg
dataset0/278775_original.jpg,{},нет признаков,0,jpg
dataset0/3372_800.png,{},нет признаков,0,png
dataset0/95606375-14438121-The_pair_pictured_in_Wales_togheter-a-25_1740576629485.jpg,{},нет признаков,0,jpg
dataset0/26330_2000.png,{},нет признаков,0,png
dataset0/page_213.html,{},нет признаков,0,html
dataset0/370420_original.jpg,{},нет признаков,0,jpg
dataset0/14221001_600.jpg,{},нет признаков,0,jpg
dataset0/4027520_original.jpg,{},нет признаков,0,jpg
dataset0/page_280.html,{},нет признаков,0,html
dataset0/118330_800.jpg,{},нет признаков,0,jpg
dataset0/5967_2000.jpg,{},нет признаков,0,jpg
dataset0/page_80.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/14441445_original.jpg,{},нет признаков,0,jpg
dataset0/page_197.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/a6a2d1cf538fc5d09ca0c455e822f6f6.jpg,{},нет признаков,0,jpg
dataset0/page_452.html,{},нет признаков,0,html
dataset0/356903_original.jpg,{},нет признаков,0,jpg
dataset0/page_113.html,{},нет признаков,0,html
dataset0/115918_800.jpg,{},нет признаков,0,jpg
dataset0/page_92.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/IMG_3137.jpg,{},нет признаков,0,jpg
dataset0/632254_1000.jpg,{},нет признаков,0,jpg
dataset0/5036729_original.jpg,{},нет признаков,0,jpg
dataset0/9226_original.png,{},нет признаков,0,png
dataset0/4164997_600.jpg,{},нет признаков,0,jpg
dataset0/page_99.html,{},нет признаков,0,html
dataset0/13954_900.jpg,{},нет признаков,0,jpg
dataset0/page_309.html,{},нет признаков,0,html
dataset0/26551_800.jpg,{},нет признаков,0,jpg
dataset0/page_441.html,{},нет признаков,0,html
dataset0/freddie-mercury-cats-5c6fb3b3ce236__605.jpg,{},нет признаков,0,jpg
dataset0/9505_900.jpg,{},нет признаков,0,jpg
dataset0/page_442.html,{},нет признаков,0,html
dataset0/95607233-14438121-image-a-13_1740578472152.jpg,{},нет признаков,0,jpg
dataset0/620410_600.png,{},нет признаков,0,png
dataset0/143091_800.jpg,{},нет признаков,0,jpg
dataset0/46824575e071c4a1ec91a04e4caadd71.jpg,{},нет признаков,0,jpg
dataset0/page_465.html,{},нет признаков,0,html
dataset0/76727_original.png,{},нет признаков,0,png
dataset0/page_264.html,{},нет признаков,0,html
dataset0/13082_900.jpg,{},нет признаков,0,jpg
dataset0/page_393.html,{},нет признаков,0,html
dataset0/f1add6390f50cb50ada7118c0848ddec.jpg,{},нет признаков,0,jpg
dataset0/52044445680_d201a858c2_z.jpg,{},нет признаков,0,jpg
dataset0/356100_original.jpg,{},нет признаков,0,jpg
dataset0/277536_original.jpg,{},нет признаков,0,jpg
dataset0/page_411.html,{},нет признаков,0,html
dataset0/2750057_600.png,{},нет признаков,0,png
dataset0/page_410.html,{},нет признаков,0,html
dataset0/318528_1000.png,{},нет признаков,0,png
dataset0/page_144.html,{},нет признаков,0,html
dataset0/5967_900.jpg,{},нет признаков,0,jpg
dataset0/12492179_original.png,{},нет признаков,0,png
dataset0/GL0B4339.jpg,{},нет признаков,0,jpg
dataset0/619597_600.png,{},нет признаков,0,png
dataset0/page_289.html,{},нет признаков,0,html
dataset0/926386_original.jpg,{},нет признаков,0,jpg
dataset0/121681_original.png,{},нет признаков,0,png
dataset0/page_377.html,{},нет признаков,0,html
dataset0/355965_original.jpg,{},нет признаков,0,jpg
dataset0/10063_900.jpg,{},нет признаков,0,jpg
dataset0/f6aa8b15a2decef9be8a424c2f0fc38d.jpg,{},нет признаков,0,jpg
dataset0/page_156.html,"{""обычные"": 1}",УЗ-4,1,html
dataset0/355365_original.jpg,{},нет признаков,0,jpg
